policy_number,previous_policy_number,policy_renewal_indicator,portability_indicator,policy_status,policy_issuance_type,policy_classification,group_policy_classification,policy_issue_date,policy_start_date,policy_end_date,cancellation_termination_date,agent_id,sales_manager_id,member_id1,member_id2,member_id3,member_id4,member_id5,sum_insured,total_policy_premium,premium_installment_type,premium_paid_till_date,policy_porting_date,policy_inclusion_date,policy_inclusion_ind,number_of_insured,minimum_possible_si,susp_policy_ind,proposer_mobile_no,policy_procurement_area,previous_sum_insured,policy_renewal_date,prev_policy_expiry_date,intermediary_type,first_policy_number,product_uin,plan_name,product_cd
POL-10103,POL-19981,Y,N,IF,U,I,,2024-08-01,2024-08-05,2025-08-04,,AG1004,SM1022,MEMBER-003127,MEMBER-004054,MEMBER-003564,MEMBER-000626,MEMBER-004707,2365251.72,212372.49,Y,212372.49,,,No,5,1320383.82,No,9728928880,Rural,2169992.29,2024-08-05,2024-08-04,IND,POL-19981,UIN-529,Plan A,TERM_LIFE
POL-19783,,N,N,IF,S,I,,2024-08-11,2024-08-13,2025-08-12,,AG1148,SM1026,MEMBER-000811,MEMBER-003727,MEMBER-000520,,,745056.82,12705.83,Q,12705.83,,,No,3,576776.97,No,9144457714,Urban,,,,DIR,POL-19783,UIN-967,Plan B,TERM_LIFE
POL-14078,POL-18938,Y,N,IF,S,I,,2024-08-04,2024-08-04,2025-08-03,,AG1025,SM1026,MEMBER-004017,MEMBER-004400,,,,1332490.12,72884.56,Q,36442.28,,,No,2,1040635.33,No,9471491495,Urban,1448892.31,2024-08-04,2024-08-03,DIR,POL-18938,UIN-217,Plan B,FAMILY_HEALTH_OPTIMA
POL-10334,,N,N,IF,S,I,,2024-08-05,2024-08-05,2025-08-04,,AG1092,SM1029,MEMBER-006379,MEMBER-002538,MEMBER-001004,,,716579.92,17424.51,Y,17424.51,,,No,3,464634.96,No,9932830712,Urban,,,,SPP,POL-10334,UIN-616,Plan C,TERM_LIFE
POL-11958,,N,N,XP,S,I,,2024-08-09,2024-08-12,2025-08-11,,AG1094,SM1015,MEMBER-006028,MEMBER-005831,MEMBER-005933,,,1013655.1,83509.79,Y,83509.79,,,No,3,592512.94,No,9434211919,Urban,,,,IOC,POL-11958,UIN-417,Plan C,PERSONAL_ACCIDENT
POL-15600,POL-19522,Y,N,IF,S,I,,2024-08-09,2024-08-11,2025-08-10,,AG1114,SM1028,MEMBER-000687,MEMBER-004041,MEMBER-002327,MEMBER-001760,,1051113.33,67243.8,Y,67243.8,,,No,4,831399.92,No,9685116558,Rural,915997.41,2024-08-11,2024-08-10,IND,POL-19522,UIN-680,Plan C,IND_HEALTH
POL-14633,,N,N,IF,U,I,,2024-08-03,2024-08-03,2025-08-02,,AG1046,SM1041,MEMBER-005149,MEMBER-001982,,,,1835458.23,111590.56,Y,111590.56,,,No,2,1110232.88,No,9717156188,Urban,,,,IND,POL-14633,UIN-342,Plan C,GROUP_HEALTH
POL-18881,,N,N,CP,U,I,,2024-08-01,2024-08-03,2025-08-02,2025-01-12,AG1125,SM1032,MEMBER-003810,MEMBER-001778,,,,1046890.23,48323.78,Y,48323.78,,,No,2,799566.42,No,9220976705,Rural,,,,DIR,POL-18881,UIN-492,Plan C,CRITICAL_ILLNESS
POL-16641,POL-17867,N,Y,IF,U,I,,2024-08-06,2024-08-06,2025-08-05,,AG1106,SM1005,MEMBER-003088,MEMBER-001760,,,,2146983.03,137873.01,Y,137873.01,2024-08-06,,No,2,1533387.35,No,9303466819,Rural,2027837.59,,2024-08-05,IND,POL-17867,UIN-612,Plan C,PERSONAL_ACCIDENT
POL-10536,,N,N,IF,S,I,,2024-08-08,2024-08-09,2025-08-08,,AG1100,SM1032,MEMBER-000411,MEMBER-005001,MEMBER-003210,MEMBER-000690,,244517.58,8920.71,Y,8920.71,,,No,4,192063.35,No,9538791459,Urban,,,,ORG,POL-10536,UIN-680,Plan C,TERM_LIFE
POL-19555,,N,N,IF,U,G,E,2024-08-02,2024-08-06,2025-08-05,,AG1004,SM1016,MEMBER-000224,,,,,4886613.62,276471.58,Y,276471.58,,,No,1,3456965.52,No,9895979982,Rural,,,,IOC,POL-19555,UIN-416,Plan B,PERSONAL_ACCIDENT
POL-15616,POL-10679,Y,N,IF,S,I,,2024-08-04,2024-08-07,2025-08-06,,AG1103,SM1019,MEMBER-001019,MEMBER-001329,MEMBER-002189,MEMBER-003216,,1311247.73,59967.39,Y,59967.39,,,No,4,709734.22,No,9361187355,Rural,1459612.09,2024-08-07,2024-08-06,IND,POL-10679,UIN-136,Plan B,FAMILY_HEALTH_OPTIMA
POL-16279,,N,N,IF,S,I,,2024-08-01,2024-08-01,2025-07-31,,AG1132,SM1015,MEMBER-001434,MEMBER-003405,,,,2135481.92,131587.86,Y,131587.86,,2025-02-02,Yes,2,1169934.68,No,9605894676,Urban,,,,IND,POL-16279,UIN-663,Plan A,CRITICAL_ILLNESS
POL-14148,POL-10656,Y,N,IF,U,I,,2024-08-06,2024-08-08,2025-08-07,,AG1013,SM1042,MEMBER-001657,MEMBER-002905,MEMBER-006349,MEMBER-004848,,1040919.5,97409.54,H,97409.54,,2025-03-04,Yes,4,621849.67,No,9970927190,Urban,1219233.98,2024-08-08,2024-08-07,DIR,POL-10656,UIN-575,Plan C,PERSONAL_ACCIDENT
POL-18258,,N,N,IF,U,I,,2024-08-09,2024-08-11,2025-08-10,,AG1020,SM1030,MEMBER-004195,MEMBER-002574,MEMBER-003102,,,295097.63,11646.21,Y,11646.21,,,No,3,170321.45,No,9925526070,Rural,,,,IND,POL-18258,UIN-187,Plan A,FAMILY_HEALTH_OPTIMA
POL-14543,POL-17791,Y,N,CP,U,I,,2024-08-04,2024-08-09,2025-08-08,2024-09-19,AG1103,SM1040,MEMBER-005447,,,,,353883.57,17511.74,Y,17511.74,,,No,1,200809.31,No,9926479839,Rural,405572.4,2024-08-09,2024-08-08,IND,POL-17791,UIN-432,Plan B,PERSONAL_ACCIDENT
POL-17106,,N,N,IF,S,I,,2024-08-12,2024-08-12,2025-08-11,,AG1053,SM1016,MEMBER-001905,MEMBER-003840,MEMBER-004843,,,562373.05,40588.13,Y,40588.13,,,No,3,342666.35,No,9807616739,Rural,,,,IND,POL-17106,UIN-930,Plan A,PERSONAL_ACCIDENT
POL-14022,,N,N,IF,S,I,,2024-08-03,2024-08-06,2025-08-05,,AG1009,SM1049,MEMBER-004293,MEMBER-002591,,,,2102285.91,107157.8,Y,107157.8,,,No,2,1494326.52,No,9097580353,Rural,,,,IND,POL-14022,UIN-658,Plan A,CRITICAL_ILLNESS
POL-12848,,N,N,IF,U,G,E,2024-08-08,2024-08-12,2025-08-11,,AG1102,SM1030,MEMBER-003364,MEMBER-000898,MEMBER-006695,,,4491304.48,435538.55,Y,435538.55,,,No,3,2780217.29,No,9314908170,Urban,,,,ORG,POL-12848,UIN-457,Plan B,TERM_LIFE
POL-18596,,N,N,IF,S,I,,2024-08-07,2024-08-07,2025-08-06,,AG1118,SM1015,MEMBER-006757,MEMBER-001091,MEMBER-002579,,,203235.59,6477.23,Y,6477.23,,,No,3,111530.77,No,9346388897,Urban,,,,IND,POL-18596,UIN-723,Plan C,IND_HEALTH
POL-19780,,N,N,IF,S,G,E,2024-08-10,2024-08-15,2025-08-14,,AG1027,SM1028,MEMBER-002917,MEMBER-002211,MEMBER-003333,MEMBER-005264,,7069610.41,460127.03,Y,460127.03,,,No,4,4026707.64,No,9082214332,Urban,,,,IOC,POL-19780,UIN-491,Plan C,PERSONAL_ACCIDENT
POL-15460,,N,N,XP,U,I,,2024-08-03,2024-08-03,2025-08-02,,AG1121,SM1009,MEMBER-002208,MEMBER-002912,,,,1468501.54,107331.81,H,107331.81,,,No,2,1139187.13,No,9194086463,Urban,,,,IND,POL-15460,UIN-538,Plan A,CRITICAL_ILLNESS
POL-17869,,N,N,IF,S,I,,2024-08-11,2024-08-15,2025-08-14,,AG1049,SM1005,MEMBER-000894,MEMBER-005155,MEMBER-005378,MEMBER-002261,,2006505.68,183630.63,Q,183630.63,,,No,4,1227172.1,No,9988075277,Rural,,,,ORG,POL-17869,UIN-215,Plan A,TERM_LIFE
POL-17087,,N,N,IF,S,I,,2024-08-02,2024-08-03,2025-08-02,,AG1068,SM1011,MEMBER-004327,MEMBER-004723,,,,929301.97,63536.98,M,21178.99,,,No,2,511673.88,No,9965000652,Urban,,,,ORG,POL-17087,UIN-586,Plan C,FAMILY_HEALTH_OPTIMA
POL-15403,,N,N,XP,S,I,,2024-08-03,2024-08-05,2025-08-04,,AG1144,SM1023,MEMBER-001799,MEMBER-003644,MEMBER-000717,MEMBER-006275,,249998.71,9033.36,H,9033.36,,,No,4,156243.25,No,9229053900,Urban,,,,ORG,POL-15403,UIN-289,Plan B,TERM_LIFE
POL-19275,,N,N,IF,S,I,,2024-08-02,2024-08-07,2025-08-06,,AG1057,SM1016,MEMBER-004696,MEMBER-005436,MEMBER-004297,MEMBER-004265,,417403.32,11374.02,Q,2843.51,,,No,4,254067.68,No,9642729957,Rural,,,,IND,POL-19275,UIN-916,Plan C,CRITICAL_ILLNESS
POL-12826,,N,N,IF,S,I,,2024-08-03,2024-08-06,2025-08-05,,AG1013,SM1033,MEMBER-003095,MEMBER-000171,MEMBER-000763,,,1490849.11,74657.76,Y,74657.76,,,No,3,805907.34,No,9270465002,Urban,,,,IND,POL-12826,UIN-607,Plan A,GROUP_HEALTH
POL-12919,,N,N,IF,U,I,,2024-08-10,2024-08-10,2025-08-09,,AG1065,SM1041,MEMBER-005189,MEMBER-002157,,,,1497748.03,115836.36,Y,115836.36,,,No,2,1064594.73,No,9829285491,Urban,,,,IND,POL-12919,UIN-784,Plan C,IND_HEALTH
POL-14062,,N,N,XP,U,I,,2024-08-06,2024-08-09,2025-08-08,,AG1066,SM1048,MEMBER-000126,,,,,1432807.1,60101.9,Y,60101.9,,,No,1,966182.17,No,9231771275,Urban,,,,IND,POL-14062,UIN-975,Plan A,IND_HEALTH
POL-11145,POL-14227,Y,N,IF,U,I,,2024-08-07,2024-08-10,2025-08-09,,AG1035,SM1008,MEMBER-001256,MEMBER-006250,MEMBER-006980,MEMBER-001845,,446072.93,27480.5,Y,27480.5,,,No,4,257119.08,No,9672745749,Urban,322873.93,2024-08-10,2024-08-09,IND,POL-14227,UIN-650,Plan B,CRITICAL_ILLNESS
POL-13072,POL-10159,Y,N,CP,U,I,,2024-08-07,2024-08-07,2025-08-06,2024-08-21,AG1100,SM1003,MEMBER-004706,MEMBER-002192,MEMBER-000715,MEMBER-006312,,1177599.91,73835.79,Y,73835.79,,,No,4,707521.43,No,9140359786,Rural,1142844.17,2024-08-07,2024-08-06,IND,POL-10159,UIN-172,Plan B,CRITICAL_ILLNESS
POL-17393,POL-12889,Y,N,XP,S,I,,2024-08-09,2024-08-14,2025-08-13,,AG1067,SM1046,MEMBER-000430,MEMBER-006235,,,,2043016.0,136176.54,H,136176.54,,,No,2,1086157.53,No,9000883672,Rural,2333232.15,2024-08-14,2024-08-13,IND,POL-12889,UIN-665,Plan A,GROUP_HEALTH
POL-15856,,N,N,IF,U,I,,2024-08-03,2024-08-08,2025-08-07,,AG1112,SM1029,MEMBER-005695,MEMBER-005102,MEMBER-005801,MEMBER-006468,MEMBER-004683,1055500.0,68998.73,Q,34499.36,,,No,5,725461.5,No,9301034633,Rural,,,,IND,POL-15856,UIN-983,Plan C,GROUP_HEALTH
POL-13692,,N,N,IF,S,I,,2024-08-12,2024-08-15,2025-08-14,,AG1120,SM1011,MEMBER-001461,,,,,1524140.21,126862.6,H,63431.3,,,No,1,958596.93,No,9844576615,Urban,,,,ORG,POL-13692,UIN-244,Plan B,GROUP_HEALTH
POL-19571,,N,N,IF,S,I,,2024-08-01,2024-08-02,2025-08-01,,AG1041,SM1033,MEMBER-000192,MEMBER-004450,,,,133193.16,6322.81,Q,1580.7,,,No,2,80338.25,No,9836143052,Urban,,,,IOC,POL-19571,UIN-666,Plan A,TERM_LIFE
POL-10426,,N,N,IF,S,I,,2024-08-07,2024-08-11,2025-08-10,,AG1068,SM1033,MEMBER-003862,MEMBER-003748,MEMBER-003043,,,561515.3,39573.94,Q,9893.49,,,No,3,321955.86,No,9284350795,Rural,,,,IND,POL-10426,UIN-781,Plan B,PERSONAL_ACCIDENT
POL-13493,,N,N,IF,S,I,,2024-08-10,2024-08-14,2025-08-13,,AG1051,SM1028,MEMBER-004201,MEMBER-004536,MEMBER-000481,MEMBER-002856,MEMBER-003786,283120.51,12097.44,Y,12097.44,,2025-02-07,Yes,5,206217.66,No,9772166860,Urban,,,,ORG,POL-13493,UIN-319,Plan C,FAMILY_HEALTH_OPTIMA
POL-11121,,N,N,IF,S,I,,2024-08-12,2024-08-14,2025-08-13,,AG1132,SM1005,MEMBER-000773,MEMBER-005600,MEMBER-004996,MEMBER-005319,MEMBER-002181,2070516.31,192410.34,Q,96205.17,,,No,5,1261464.56,No,9848043575,Urban,,,,IND,POL-11121,UIN-572,Plan A,FAMILY_HEALTH_OPTIMA
POL-10269,,N,N,IF,S,I,,2024-08-08,2024-08-09,2025-08-08,,AG1105,SM1003,MEMBER-006887,MEMBER-000150,MEMBER-000950,MEMBER-006293,,884445.11,23912.88,H,23912.88,,,No,4,575010.52,No,9938862822,Rural,,,,IND,POL-10269,UIN-958,Plan B,GROUP_HEALTH
POL-13870,,N,N,IF,S,I,,2024-08-07,2024-08-07,2025-08-06,,AG1016,SM1022,MEMBER-000897,MEMBER-006955,MEMBER-003703,,,722065.4,7957.84,M,5968.38,,,No,3,549479.19,No,9734751162,Rural,,,,IND,POL-13870,UIN-526,Plan B,CRITICAL_ILLNESS
POL-11525,,N,N,IF,S,I,,2024-08-01,2024-08-04,2025-08-03,,AG1134,SM1005,MEMBER-006180,MEMBER-005668,MEMBER-005089,,,983399.48,9865.66,H,9865.66,,,No,3,537042.73,No,9619347104,Urban,,,,SPP,POL-11525,UIN-738,Plan B,TERM_LIFE
POL-18361,,N,N,IF,S,I,,2024-08-06,2024-08-07,2025-08-06,,AG1074,SM1010,MEMBER-001122,,,,,1583292.52,123332.19,H,123332.19,,2024-09-16,Yes,1,1068083.75,No,9941562845,Rural,,,,IND,POL-18361,UIN-765,Plan C,CRITICAL_ILLNESS
POL-17366,,N,N,IF,S,I,,2024-08-03,2024-08-07,2025-08-06,,AG1084,SM1016,MEMBER-001714,,,,,2416218.52,240364.05,Y,240364.05,,,No,1,1705067.24,No,9392893205,Urban,,,,IND,POL-17366,UIN-720,Plan B,GROUP_HEALTH
POL-19491,,N,N,IF,S,I,,2024-08-11,2024-08-13,2025-08-12,,AG1071,SM1021,MEMBER-002054,MEMBER-006274,,,,1979124.75,150637.97,Y,150637.97,,2025-04-24,Yes,2,1281473.42,No,9444420411,Urban,,,,IND,POL-19491,UIN-136,Plan A,PERSONAL_ACCIDENT
POL-12328,,N,N,IF,S,G,N,2024-08-05,2024-08-08,2025-08-07,,AG1142,SM1040,MEMBER-005619,MEMBER-005984,MEMBER-006998,,,791975.02,59124.64,H,29562.32,,,No,3,608652.46,No,9910227223,Urban,,,,DIR,POL-12328,UIN-274,Plan B,FAMILY_HEALTH_OPTIMA
POL-14180,,N,N,IF,S,I,,2024-08-03,2024-08-03,2025-08-02,,AG1045,SM1035,MEMBER-003353,MEMBER-000829,MEMBER-006953,MEMBER-006732,,1252282.04,43550.94,Q,10887.74,,,No,4,721626.25,No,9244682196,Rural,,,,IND,POL-14180,UIN-484,Plan A,FAMILY_HEALTH_OPTIMA
POL-19026,POL-12070,Y,N,IF,S,G,E,2024-08-09,2024-08-14,2025-08-13,,AG1093,SM1030,MEMBER-001572,MEMBER-001938,,,,3310474.59,141421.79,H,141421.79,,,No,2,1803070.49,No,9878505104,Urban,3426661.11,2024-08-14,2024-08-13,IOC,POL-12070,UIN-275,Plan C,CRITICAL_ILLNESS
POL-12371,,N,N,IF,U,I,,2024-08-10,2024-08-12,2025-08-11,,AG1135,SM1006,MEMBER-002074,MEMBER-004219,,,,614710.98,43667.66,Q,21833.83,,,No,2,330542.71,No,9316747631,Urban,,,,IND,POL-12371,UIN-884,Plan B,IND_HEALTH
POL-13549,,N,N,IF,U,G,N,2024-08-02,2024-08-07,2025-08-06,,AG1145,SM1010,MEMBER-005869,MEMBER-003107,,,,7172466.52,411988.35,Q,411988.35,,,No,2,5442625.07,No,9058700499,Urban,,,,IND,POL-13549,UIN-123,Plan C,GROUP_HEALTH
POL-19591,,N,N,IF,U,I,,2024-08-03,2024-08-03,2025-08-02,,AG1117,SM1018,MEMBER-003662,MEMBER-002753,,,,1072498.12,101344.14,M,67562.76,,,No,2,543522.12,No,9074312430,Urban,,,,ORG,POL-19591,UIN-891,Plan B,FAMILY_HEALTH_OPTIMA
POL-14310,POL-13717,Y,N,IF,S,I,,2024-08-05,2024-08-05,2025-08-04,,AG1083,SM1047,MEMBER-002900,,,,,1171796.99,56317.72,Y,56317.72,,,No,1,642159.9,No,9169467241,Rural,1290728.27,2024-08-05,2024-08-04,IOC,POL-13717,UIN-666,Plan B,IND_HEALTH
POL-15669,POL-12755,N,Y,IF,S,I,,2024-08-06,2024-08-09,2025-08-08,,AG1093,SM1049,MEMBER-006130,MEMBER-001171,MEMBER-000737,,,310043.45,8933.3,Y,8933.3,2024-08-09,,No,3,161023.2,No,9464599727,Rural,298498.08,,2024-08-08,ORG,POL-12755,UIN-514,Plan C,IND_HEALTH
POL-10899,POL-11206,N,Y,IF,U,I,,2024-08-08,2024-08-12,2025-08-11,,AG1022,SM1003,MEMBER-004037,MEMBER-004977,,,,1307510.81,78245.15,Q,58683.86,2024-08-12,,No,2,975674.05,No,9733170970,Rural,968467.11,,2024-08-11,ORG,POL-11206,UIN-527,Plan C,FAMILY_HEALTH_OPTIMA
POL-12301,,N,N,IF,U,I,,2024-08-05,2024-08-08,2025-08-07,,AG1086,SM1002,MEMBER-004872,MEMBER-004887,,,,826439.64,36671.69,Q,18335.85,,,No,2,658714.58,No,9115879820,Urban,,,,IND,POL-12301,UIN-344,Plan A,TERM_LIFE
POL-10826,POL-18687,Y,N,IF,S,I,,2024-08-04,2024-08-07,2025-08-06,,AG1145,SM1024,MEMBER-001573,MEMBER-003229,,,,1066590.47,106117.71,Y,106117.71,,,No,2,656782.56,No,9016956328,Urban,1249858.09,2024-08-07,2024-08-06,IOC,POL-18687,UIN-426,Plan A,CRITICAL_ILLNESS
POL-14534,POL-17732,Y,N,XP,U,I,,2024-08-08,2024-08-08,2025-08-07,,AG1004,SM1046,MEMBER-004426,MEMBER-004261,MEMBER-002281,MEMBER-002101,,2482058.59,192610.3,H,192610.3,,,No,4,1939692.52,No,9063543187,Rural,2721889.04,2024-08-08,2024-08-07,IND,POL-17732,UIN-544,Plan C,PERSONAL_ACCIDENT
POL-10076,,N,N,IF,S,I,,2024-08-08,2024-08-11,2025-08-10,,AG1148,SM1019,MEMBER-001957,MEMBER-004948,MEMBER-004847,,,990343.79,76249.45,Y,76249.45,,,No,3,704662.28,No,9620126408,Rural,,,,ORG,POL-10076,UIN-813,Plan A,PERSONAL_ACCIDENT
POL-13104,POL-11431,N,Y,IF,S,I,,2024-08-08,2024-08-11,2025-08-10,,AG1119,SM1046,MEMBER-006980,MEMBER-003294,MEMBER-002264,MEMBER-004261,,993751.52,33325.84,Q,24994.38,2024-08-11,,No,4,497218.75,No,9215334721,Rural,843329.71,,2024-08-10,IND,POL-11431,UIN-392,Plan B,IND_HEALTH
POL-13045,,N,N,IF,S,I,,2024-08-12,2024-08-14,2025-08-13,,AG1121,SM1000,MEMBER-003575,MEMBER-002959,MEMBER-002431,MEMBER-001802,,1696173.61,151787.9,H,75893.95,,,No,4,1309743.72,No,9289180202,Urban,,,,IND,POL-13045,UIN-732,Plan A,FAMILY_HEALTH_OPTIMA
POL-10930,POL-11758,Y,N,XP,U,I,,2024-08-06,2024-08-09,2025-08-08,,AG1063,SM1038,MEMBER-005774,MEMBER-005233,MEMBER-001352,,,430042.0,20944.31,Y,20944.31,,,No,3,317108.74,No,9652981715,Urban,362871.35,2024-08-09,2024-08-08,IND,POL-11758,UIN-415,Plan C,CRITICAL_ILLNESS
POL-13679,,N,N,IF,U,I,,2024-08-11,2024-08-12,2025-08-11,,AG1073,SM1014,MEMBER-005149,MEMBER-005874,,,,1286950.31,87814.98,Y,87814.98,,,No,2,751176.69,No,9147470309,Rural,,,,IND,POL-13679,UIN-255,Plan B,TERM_LIFE
POL-14648,,N,N,IF,S,I,,2024-08-05,2024-08-07,2025-08-06,,AG1061,SM1030,MEMBER-003943,MEMBER-000095,MEMBER-001724,MEMBER-000392,,1159293.67,84378.16,M,21094.54,,,No,4,906695.91,No,9565879193,Urban,,,,IND,POL-14648,UIN-774,Plan A,GROUP_HEALTH
POL-17128,,N,N,XP,S,I,,2024-08-10,2024-08-11,2025-08-10,,AG1087,SM1007,MEMBER-006067,MEMBER-005846,MEMBER-002575,MEMBER-003264,MEMBER-002951,2077034.69,154930.12,Y,154930.12,,,No,5,1579804.65,No,9060048474,Rural,,,,ORG,POL-17128,UIN-595,Plan C,TERM_LIFE
POL-14332,,N,N,IF,U,I,,2024-08-05,2024-08-05,2025-08-04,,AG1130,SM1038,MEMBER-003848,,,,,900834.6,29989.9,Q,29989.9,,,No,1,605044.47,No,9729618565,Rural,,,,IND,POL-14332,UIN-631,Plan C,TERM_LIFE
POL-12162,POL-12662,Y,N,IF,S,I,,2024-08-06,2024-08-11,2025-08-10,,AG1106,SM1018,MEMBER-002260,,,,,1495455.88,118399.44,Y,118399.44,,,No,1,1031971.51,No,9231021180,Urban,1179417.66,2024-08-11,2024-08-10,IND,POL-12662,UIN-572,Plan B,FAMILY_HEALTH_OPTIMA
POL-19558,,N,N,IF,S,I,,2024-08-11,2024-08-13,2025-08-12,,AG1008,SM1030,MEMBER-000838,MEMBER-003039,MEMBER-001426,MEMBER-000969,MEMBER-006352,202799.99,6033.1,H,3016.55,,,No,5,121959.65,No,9926211597,Rural,,,,DIR,POL-19558,UIN-539,Plan B,PERSONAL_ACCIDENT
POL-12589,,N,N,IF,S,I,,2024-08-04,2024-08-08,2025-08-07,,AG1072,SM1012,MEMBER-004834,MEMBER-006267,MEMBER-005614,MEMBER-004787,,1619121.14,156495.02,H,78247.51,,2024-09-18,Yes,4,988476.39,No,9363810768,Rural,,,,IND,POL-12589,UIN-983,Plan A,TERM_LIFE
POL-14682,,N,N,IF,S,I,,2024-08-06,2024-08-10,2025-08-09,,AG1018,SM1016,MEMBER-004413,MEMBER-002822,MEMBER-000353,MEMBER-003582,MEMBER-005707,531488.25,8487.05,H,4243.52,,2024-11-08,Yes,5,363698.53,No,9030447422,Urban,,,,IND,POL-14682,UIN-599,Plan B,IND_HEALTH
POL-16102,POL-16628,Y,N,IF,U,I,,2024-08-02,2024-08-06,2025-08-05,,AG1041,SM1037,MEMBER-005227,MEMBER-003364,,,,138091.33,5797.56,Y,5797.56,,,No,2,103990.47,No,9662987851,Rural,125705.4,2024-08-06,2024-08-05,IND,POL-16628,UIN-826,Plan A,CRITICAL_ILLNESS
POL-13096,POL-14022,Y,N,TM,S,G,E,2024-08-10,2024-08-10,2025-08-09,2025-04-04,AG1084,SM1046,MEMBER-001997,MEMBER-005755,MEMBER-005498,,,7891097.47,590729.33,Y,590729.33,,,No,3,4896721.98,No,9033820122,Rural,7524026.04,2024-08-10,2024-08-09,IND,POL-14022,UIN-903,Plan A,TERM_LIFE
POL-17169,POL-19249,Y,N,IF,S,I,,2024-08-07,2024-08-08,2025-08-07,,AG1066,SM1019,MEMBER-005471,MEMBER-006193,,,,305542.15,15488.54,M,15488.54,,,No,2,210910.88,No,9188843430,Rural,275313.45,2024-08-08,2024-08-07,IND,POL-19249,UIN-222,Plan A,IND_HEALTH
POL-17888,,N,N,IF,S,I,,2024-08-05,2024-08-05,2025-08-04,,AG1061,SM1038,MEMBER-002547,,,,,1158589.78,76763.43,Q,19190.86,,,No,1,842411.07,No,9886204166,Rural,,,,IND,POL-17888,UIN-998,Plan C,GROUP_HEALTH
POL-13912,,N,N,IF,S,I,,2024-08-10,2024-08-15,2025-08-14,,AG1016,SM1008,MEMBER-006667,MEMBER-003124,MEMBER-001457,,,1368324.86,69229.86,Q,34614.93,,,No,3,871618.95,No,9665890607,Urban,,,,IND,POL-13912,UIN-507,Plan B,PERSONAL_ACCIDENT
POL-13137,,N,N,IF,S,I,,2024-08-01,2024-08-06,2025-08-05,,AG1067,SM1036,MEMBER-006282,MEMBER-005462,MEMBER-002515,MEMBER-002433,MEMBER-003464,776374.61,20534.51,Y,20534.51,,,No,5,482995.71,No,9346868416,Urban,,,,SPP,POL-13137,UIN-279,Plan C,PERSONAL_ACCIDENT
POL-12859,,N,N,IF,S,I,,2024-08-07,2024-08-12,2025-08-11,,AG1028,SM1006,MEMBER-000198,,,,,857251.18,33127.97,Q,33127.97,,,No,1,570138.82,No,9791652565,Rural,,,,IND,POL-12859,UIN-804,Plan B,TERM_LIFE
POL-16166,,N,N,IF,U,I,,2024-08-01,2024-08-05,2025-08-04,,AG1112,SM1047,MEMBER-002627,,,,,2131640.95,135581.83,Y,135581.83,,,No,1,1190091.97,No,9861742006,Rural,,,,IND,POL-16166,UIN-803,Plan B,TERM_LIFE
POL-18095,POL-11946,N,Y,IF,S,I,,2024-08-10,2024-08-11,2025-08-10,,AG1041,SM1038,MEMBER-000644,MEMBER-004495,MEMBER-004170,MEMBER-005388,,2145736.09,164766.35,Q,164766.35,2024-08-11,,No,4,1128041.32,No,9087669544,Urban,1984930.88,,2024-08-10,ORG,POL-11946,UIN-898,Plan B,GROUP_HEALTH
POL-16284,POL-17155,Y,N,IF,S,I,,2024-08-03,2024-08-04,2025-08-03,,AG1089,SM1027,MEMBER-006384,,,,,1583950.27,140139.61,Y,140139.61,,2025-04-24,Yes,1,914943.94,No,9311564715,Urban,1825955.07,2024-08-04,2024-08-03,IND,POL-17155,UIN-807,Plan B,CRITICAL_ILLNESS
POL-17021,,N,N,XP,S,I,,2024-08-11,2024-08-16,2025-08-15,,AG1100,SM1011,MEMBER-004087,MEMBER-003645,MEMBER-003524,,,916180.42,21280.7,Q,10640.35,,,No,3,554905.94,No,9769081518,Rural,,,,IND,POL-17021,UIN-930,Plan C,GROUP_HEALTH
POL-13248,POL-10244,N,Y,IF,S,I,,2024-08-04,2024-08-04,2025-08-03,,AG1070,SM1003,MEMBER-006949,MEMBER-005977,MEMBER-002684,MEMBER-006423,MEMBER-001952,2370596.79,144065.53,H,144065.53,2024-08-04,,No,5,1624304.65,No,9278092684,Urban,2543341.13,,2024-08-03,IND,POL-10244,UIN-214,Plan B,PERSONAL_ACCIDENT
POL-12178,POL-19727,N,Y,IF,S,I,,2024-08-01,2024-08-04,2025-08-03,,AG1029,SM1024,MEMBER-002505,MEMBER-003573,,,,758121.21,7614.4,Y,7614.4,2024-08-04,,No,2,540951.2,No,9851290054,Rural,531979.0,,2024-08-03,SPP,POL-19727,UIN-938,Plan B,GROUP_HEALTH
POL-13263,,N,N,IF,S,I,,2024-08-11,2024-08-15,2025-08-14,,AG1087,SM1020,MEMBER-001274,MEMBER-001751,MEMBER-001564,MEMBER-000640,,1352695.78,83372.19,H,83372.19,,2025-06-24,Yes,4,680022.25,No,9420746067,Urban,,,,IND,POL-13263,UIN-916,Plan B,IND_HEALTH
POL-18897,,N,N,IF,S,I,,2024-08-12,2024-08-13,2025-08-12,,AG1124,SM1047,MEMBER-000866,MEMBER-002116,MEMBER-005539,,,1419646.09,114110.59,Q,85582.94,,,No,3,878820.89,No,9100516305,Rural,,,,IND,POL-18897,UIN-534,Plan A,PERSONAL_ACCIDENT
